Area Type,Area,Area Name,Standard Occupational Code,Occupational Title,Employment,Mean Wage,Median Wage,Entry Wage,Experienced Wage
10,10,Western New York Region, 33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,310,82030,80740,74230,85930
10,5,Long Island Region, 27-1011, Art Directors,210,111450,92330,68700,132820
10,2,Central New York Region, 27-3043, Writers and Authors,60,51890,49960,27910,63880
1,36,New York State, 29-1062, Family and General Practitioners,2190,189350,172820,101960,233040
10,4,Hudson Valley Region, 43-9199,"Office and Administrative Support Workers, All Other",390,45480,44160,27600,54420
10,2,Central New York Region, 51-6052," Tailors, Dressmakers, and Custom Sewers",n/a,25660,25050,22350,27310
10,1,Capital Region, 19-4011, Agricultural and Food Science Technicians,n/a,44110,43330,29920,51210
10,8,North Country Region, 43-5031," Police, Fire, and Ambulance Dispatchers",140,41060,40240,34640,44280
1,36,New York State, 41-9021, Real Estate Brokers,1890,99250,72120,46340,125710
1,36,New York State, 53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",n/a,71060,65230,51460,80870
10,10,Western New York Region, 21-1023, Mental Health and Substance Abuse Social Workers,770,51920,48370,36090,59830
10,5,Long Island Region, 29-2051, Dietetic Technicians,110,50260,49540,44980,52910
1,36,New York State, 29-2032, Diagnostic Medical Sonographers,4790,75640,75080,60630,83140
10,7,New York City Region, 49-9044, Millwrights,n/a,88050,89520,57860,103150
10,7,New York City Region, 45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",n/a,64430,62050,52580,70360
10,10,Western New York Region, 49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",1100,48010,46340,32810,55610
10,9,Southern Tier Region, 17-3024, Electro-Mechanical Technicians,n/a,67130,66800,46320,77540
10,2,Central New York Region, 53-6051, Transportation Inspectors,n/a,61670,61200,53960,65530
1,36,New York State, 19-3031," Clinical, Counseling, and School Psychologists",11380,92600,87740,56880,110460
10,5,Long Island Region, 49-9094, Locksmiths and Safe Repairers,350,54970,50710,36040,64430
10,7,New York City Region, 33-1012, First-Line Supervisors of Police and Detectives,6790,110700,107250,90240,120940
1,36,New York State, 35-2014," Cooks, Restaurant",68720,29570,27070,22220,33240
1,36,New York State, 33-1099,"First-Line Supervisors of Protective Service Workers, All Other",7790,67100,60070,40460,80430
10,9,Southern Tier Region, 43-4121," Library Assistants, Clerical",300,31830,30090,22060,36720
10,4,Hudson Valley Region, 53-7081, Refuse and Recyclable Material Collectors,1060,57000,59460,37600,66700
10,6,Mohawk Valley Region, 11-9151, Social and Community Service Managers,290,74730,70880,48850,87670
1,36,New York State, 47-2042," Floor Layers, Except Carpet, Wood, and Hard Tiles",720,47740,44760,28490,57370
10,1,Capital Region, 13-1111, Management Analysts,2850,83290,74090,50990,99440
10,4,Hudson Valley Region, 51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",n/a,28100,21632,21632,31820
1,36,New York State, 25-1112," Law Teachers, Postsecondary",3300,144010,113820,44550,193740
10,2,Central New York Region, 51-4121," Welders, Cutters, Solderers, and Brazers",760,42460,42080,32050,47660
10,10,Western New York Region, 51-9196,"Paper Goods Machine Setters, Operators, and Tenders",420,38620,37290,24590,45630
10,9,Southern Tier Region, 49-3093, Tire Repairers and Changers,160,26080,24170,21890,28180
10,10,Western New York Region, 17-2011, Aerospace Engineers,n/a,116810,116290,83130,133650
10,7,New York City Region, 15-2031, Operations Research Analysts,3880,109480,100010,61580,133430
10,1,Capital Region, 49-9071," Maintenance and Repair Workers, General",5110,42350,41040,29100,48980
10,10,Western New York Region, 21-1029,"Social Workers, All Other",510,57670,56990,42760,65130
10,4,Hudson Valley Region, 11-1031, Legislators,800,91150,94470,80600,96420
10,5,Long Island Region, 13-2081," Tax Examiners and Collectors, and Revenue Agents",1230,64050,59990,47890,72130
10,1,Capital Region, 51-3099," Food Processing Workers, All Other",n/a,30410,27420,22900,34160
10,4,Hudson Valley Region, 53-3032, Heavy and Tractor-Trailer Truck Drivers,7260,53060,50840,36020,61570
10,2,Central New York Region, 35-3031, Waiters and Waitresses,5710,26410,21920,21632,29220
10,3,Finger Lakes Region, 11-9121, Natural Sciences Managers,80,106720,104300,70030,125070
10,3,Finger Lakes Region, 13-1020,Buyers and Purchasing Agents,1650,64680,61170,40720,76660
10,5,Long Island Region, 51-3011, Bakers,1320,34030,29360,22880,39850
10,10,Western New York Region, 35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,1690,23600,21632,21632,24980
10,6,Mohawk Valley Region, 43-9061," Office Clerks, General",3300,31090,28630,21990,35630
1,36,New York State, 37-0000,Building and Grounds Cleaning and Maintenance Occupations,313920,35770,31620,22680,42310
10,5,Long Island Region, 35-9099,"Food Preparation and Serving Related Workers, All Other",330,34790,31470,23230,40570
10,6,Mohawk Valley Region, 39-1021,First-Line Supervisors of Personal Service Workers,560,38010,35840,28460,42780
1,36,New York State, 41-3011, Advertising Sales Agents,20040,86650,70300,40380,109790
10,5,Long Island Region, 39-6011, Baggage Porters and Bellhops,180,26550,24600,22880,28760
10,8,North Country Region, 11-0000,Management Occupations,5640,95710,88380,53750,116690
10,2,Central New York Region, 47-3012,Helpers--Carpenters,70,28590,27850,26390,29690
10,3,Finger Lakes Region, 25-3021, Self-Enrichment Education Teachers,1720,40370,35490,24830,48140
10,10,Western New York Region, 43-9111, Statistical Assistants,n/a,48440,49280,39010,53150
10,5,Long Island Region, 25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",n/a,78340,75790,45390,94820
10,10,Western New York Region, 51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",740,40320,39930,27280,46850
10,5,Long Island Region, 29-1066, Psychiatrists,530,187520,166340,125760,218400
1,36,New York State, 47-3019,"Helpers, Construction Trades, All Other",n/a,35030,34250,23680,40700
10,1,Capital Region, 35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",11740,23870,22850,21632,25130
10,8,North Country Region, 13-2052, Personal Financial Advisors,80,123570,100330,52650,159030
10,7,New York City Region, 33-3052, Transit and Railroad Police,1450,81190,80290,66860,88360
10,1,Capital Region, 17-2031, Biomedical Engineers,50,90810,90540,71290,100560
10,9,Southern Tier Region, 25-1065," Political Science Teachers, Postsecondary",120,157620,143140,91390,190730
10,2,Central New York Region, 25-1072," Nursing Instructors and Teachers, Postsecondary",150,79100,77510,59380,88960
10,4,Hudson Valley Region, 39-4021, Funeral Attendants,n/a,44160,45860,36350,48070
10,6,Mohawk Valley Region, 53-3021," Bus Drivers, Transit and Intercity",120,38780,41620,28750,43800
10,9,Southern Tier Region, 21-1022, Healthcare Social Workers,340,49570,47890,37720,55500
10,2,Central New York Region, 43-9061," Office Clerks, General",6160,33000,30500,22520,38250
10,5,Long Island Region, 43-5051, Postal Service Clerks,990,53500,59940,39970,60270
10,2,Central New York Region, 41-9041, Telemarketers,n/a,25900,23490,22450,27620
10,5,Long Island Region, 31-9094, Medical Transcriptionists,450,40220,39590,29080,45790
10,9,Southern Tier Region, 51-2098,"Assemblers and fabricators, all other, including team assemblers¿(OES-specific code and title)",3770,38100,37360,24740,44790
10,9,Southern Tier Region, 27-3031, Public Relations Specialists,410,59260,56440,38690,69540
10,9,Southern Tier Region, 51-3022," Meat, Poultry, and Fish Cutters and Trimmers",n/a,40850,45400,27460,47550
10,9,Southern Tier Region, 27-3022, Reporters and Correspondents,n/a,28170,26960,21632,31990
10,10,Western New York Region, 43-5032," Dispatchers, Except Police, Fire, and Ambulance",690,41420,41420,27140,48560
1,36,New York State, 47-2152," Plumbers, Pipefitters, and Steamfitters",27410,79380,72910,44990,96570
10,3,Finger Lakes Region, 51-9199," Production Workers, All Other",250,28200,24690,22730,30930
1,36,New York State, 19-4092, Forensic Science Technicians,720,69570,69860,50930,78890
1,36,New York State, 13-2072, Loan Officers,12670,110640,88470,44670,143630
10,5,Long Island Region, 19-4099,"Life, Physical, and Social Science Technicians, All Other",570,59330,55910,37470,70260
10,4,Hudson Valley Region, 49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",2870,84830,82240,53610,100430
10,7,New York City Region, 43-9031, Desktop Publishers,570,62810,63570,38720,74850
10,10,Western New York Region, 49-3052, Motorcycle Mechanics,90,31590,30860,27200,33790
1,36,New York State, 27-1021, Commercial and Industrial Designers,2400,70520,68810,38780,86390
10,2,Central New York Region, 17-3013, Mechanical Drafters,230,58910,58100,39130,68800
10,4,Hudson Valley Region, 29-2034, Radiologic Technologists,1490,75170,74040,56140,84680
10,4,Hudson Valley Region, 27-3043, Writers and Authors,230,66480,62490,39950,79750
10,9,Southern Tier Region, 11-3071,"Transportation, Storage, and Distribution Managers",70,104770,98000,66060,124130
10,10,Western New York Region, 11-9031,"Education Administrators, Preschool and Childcare Center/Program",290,48080,40970,33660,55290
10,10,Western New York Region, 29-2021, Dental Hygienists,1220,57540,58150,50270,61180
10,10,Western New York Region, 17-3019," Drafters, All Other",60,53500,54860,38580,60960
10,1,Capital Region, 39-9011, Childcare Workers,3220,26940,24480,21632,29680
10,8,North Country Region, 33-1012, First-Line Supervisors of Police and Detectives,180,93400,86670,63080,108560
10,9,Southern Tier Region, 27-3041, Editors,160,58010,52610,34360,69840
10,7,New York City Region, 29-1067, Surgeons,660,196890,210100,67960,261350
10,1,Capital Region, 43-5051, Postal Service Clerks,410,48650,44370,36120,54910
1,36,New York State, 35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,33690,27750,22180,21632,31230
10,5,Long Island Region, 33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service",n/a,28300,25300,23140,30880
10,5,Long Island Region, 45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",n/a,34270,29070,22880,40400
10,1,Capital Region, 43-3011, Bill and Account Collectors,460,42280,42440,30860,47990
10,10,Western New York Region, 25-9031, Instructional Coordinators,580,60680,57670,36360,72850
10,4,Hudson Valley Region, 21-1093, Social and Human Service Assistants,4270,36410,33430,24740,42250
10,4,Hudson Valley Region, 29-1125, Recreational Therapists,270,54180,50690,37860,62340
10,3,Finger Lakes Region, 43-6013, Medical Secretaries,630,34910,34910,28040,38360
10,6,Mohawk Valley Region, 19-0000,"Life, Physical, and Social Science Occupations",910,61000,50160,29270,76860
10,2,Central New York Region, 25-9041, Teacher Assistants,5370,29200,27140,21632,33090
10,8,North Country Region, 31-9093, Medical Equipment Preparers,50,38650,37420,30430,42760
10,1,Capital Region, 51-2041, Structural Metal Fabricators and Fitters,n/a,58890,51820,34520,71080
10,1,Capital Region, 17-2131, Materials Engineers,290,89340,82490,58800,104610
10,9,Southern Tier Region, 13-1151, Training and Development Specialists,530,54330,50810,37690,62650
10,9,Southern Tier Region, 11-9051,Food Service Managers,200,59500,57930,39940,69290
10,2,Central New York Region, 43-4011, Brokerage Clerks,90,52670,48270,37360,60320
10,7,New York City Region, 29-2010,Clinical Laboratory Technologists and Technicians,7500,66510,67180,46220,76660
1,36,New York State, 25-1072," Nursing Instructors and Teachers, Postsecondary",4190,98580,88260,55330,120210
10,8,North Country Region, 21-1015, Rehabilitation Counselors,230,43940,38270,32270,49780
10,1,Capital Region, 53-6021, Parking Lot Attendants,570,26290,24350,22200,28340
1,36,New York State, 37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",790,38180,32170,25910,44310
10,8,North Country Region, 49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",80,74200,81840,44880,88860
10,5,Long Island Region, 35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",3680,26070,22880,22880,28660
10,7,New York City Region, 29-2071,Medical Records and Health Information Technicians,3660,49100,45970,31840,57730
1,36,New York State, 49-2011,"Computer, Automated Teller, and Office Machine Repairers",6100,44110,42680,28160,52090
10,4,Hudson Valley Region, 21-1018,"Substance abuse, behavioral disorder, and mental health counselors¿(OES-specific code and title)",1550,52110,49820,33500,61420
10,9,Southern Tier Region, 51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",n/a,41150,37320,26330,48560
1,36,New York State, 47-0000,Construction and Extraction Occupations,332420,65580,58580,34700,81020
10,8,North Country Region, 31-2011, Occupational Therapy Assistants,50,49800,50020,42130,53640
10,6,Mohawk Valley Region, 11-9131,Postmasters and Mail Superintendents,60,75350,75430,66290,79880
10,6,Mohawk Valley Region, 29-2056, Veterinary Technologists and Technicians,60,33250,33680,26500,36630
10,7,New York City Region, 47-5021," Earth Drillers, Except Oil and Gas",n/a,105030,100070,56210,129430
10,5,Long Island Region, 35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",25540,24240,22880,22880,25730
10,9,Southern Tier Region, 51-8031,Water and Wastewater Treatment Plant and System Operators,230,47590,48660,33830,54460
10,7,New York City Region, 51-4121," Welders, Cutters, Solderers, and Brazers",1830,55230,50680,33850,65930
1,36,New York State, 51-4061," Model Makers, Metal and Plastic",n/a,58640,55610,37820,69050
10,2,Central New York Region, 23-2099," Legal Support Workers, All Other",50,64830,55580,44450,75010
10,5,Long Island Region, 13-1199," Business Operations Specialists, All Other",2870,80500,74990,46030,97740
10,9,Southern Tier Region, 41-1012,First-Line Supervisors of Non-Retail Sales Workers,320,77550,71210,42410,95130
10,4,Hudson Valley Region, 19-2031, Chemists,960,95420,84610,59850,113200
10,8,North Country Region, 29-2033, Nuclear Medicine Technologists,40,67110,63850,48280,76520
10,6,Mohawk Valley Region, 47-2181, Roofers,130,37880,31990,27610,43010
10,3,Finger Lakes Region, 43-5021, Couriers and Messengers,390,27080,25100,21632,29950
1,36,New York State, 25-1122," Communications Teachers, Postsecondary",2980,90540,73600,46470,112570
10,5,Long Island Region, 33-3021, Detectives and Criminal Investigators,1240,128510,134730,93240,146140
10,3,Finger Lakes Region, 41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",1430,94130,88200,57180,112600
10,7,New York City Region, 17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",610,94890,92020,67450,108610
10,1,Capital Region, 53-7032,Excavating and Loading Machine and Dragline Operators,170,48990,47180,32990,57000
1,36,New York State, 51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",2300,35260,34480,25310,40230
