SOC,Occupation,Probability,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
51-3022,Meat; Poultry; and Fish Cutters and Trimmers,0.94,11390,3240,610,7050,8180,0,150,4270,0,4200,10420,570,0,3060,3760,3980,4080,1230,2750,1030,600,2070,1330,4280,7610,4140,60,9860,310,90,1630,120,2930,8750,0,2170,830,840,2140,270,2930,1910,2490,8040,530,230,4380,3550,0,2470,70
51-3023,Slaughterers and Meat Packers,0.6,240,0,480,2160,4590,0,100,410,0,360,3960,100,100,4910,630,5610,4210,0,810,30,580,0,710,5430,2520,890,120,0,0,40,590,40,910,7360,130,2970,1460,420,2350,30,1210,790,1800,0,1280,50,1510,1230,80,3950,0
51-3091,Food and Tobacco Roasting; Baking; and Drying Machine Operators and Tenders,0.91,280,50,70,150,2240,520,0,0,0,460,610,120,570,490,370,320,0,730,60,80,0,360,590,350,0,810,80,150,120,50,450,0,520,1240,120,810,0,310,550,110,110,150,230,1890,270,180,0,260,0,1310,0
51-3092,Food Batchmakers,0.7,1110,180,1490,1800,17180,2180,1090,210,0,4470,3350,590,1250,8640,3070,4040,970,2330,810,630,1660,3110,4200,4580,0,5650,230,1660,1150,350,2910,1110,7840,2400,240,5950,1000,2880,7220,380,3110,470,5100,8590,2930,490,3310,3420,50,10020,90
51-3093,Food Cooking Machine Operators and Tenders,0.61,0,0,190,940,5120,130,250,50,0,500,0,160,690,1550,1010,760,550,790,220,140,590,330,1040,680,0,1410,0,400,0,0,740,120,2180,680,80,1490,820,870,1600,40,400,150,340,2750,150,50,480,700,0,790,0
51-4011,Computer-Controlled Machine Tool Operators; Metal and Plastic,0.86,2110,0,1010,1160,11430,910,2290,70,0,1800,2020,0,590,4220,7320,2640,1840,1560,800,740,710,2750,10220,4560,700,4570,140,1110,0,1960,3100,120,4620,5230,200,13490,2820,2170,11030,430,2880,400,2160,11150,1220,1150,1460,1660,190,10560,0
51-4012,Computer Numerically Controlled Machine Tool Programmers; Metal and Plastic,0.36,610,0,210,100,2640,180,750,0,0,430,290,0,160,1310,910,380,540,250,70,100,220,540,2130,720,110,330,0,90,0,180,460,0,1170,830,0,2030,230,680,1150,70,330,60,490,1760,170,100,260,390,0,1440,0
51-4021,Extruding and Drawing Machine Setters; Operators; and Tenders; Metal and Plastic,0.91,2270,0,690,970,3770,720,1430,250,0,1610,2700,0,0,1790,5150,740,550,1930,370,190,470,1340,2800,1700,330,2330,0,240,570,790,1430,140,1250,4320,0,6480,730,780,4940,0,2280,230,1980,5210,460,180,1110,900,330,2740,0
51-4022,Forging Machine Setters; Operators; and Tenders; Metal and Plastic,0.93,600,0,60,120,1740,160,130,0,0,120,550,0,0,810,1880,230,220,480,0,0,0,690,1380,280,90,350,0,0,0,80,220,0,280,930,0,1010,140,180,1040,0,240,80,1980,1750,0,0,0,0,0,470,0
51-4023,Rolling Machine Setters; Operators; and Tenders; Metal and Plastic,0.83,700,0,110,0,2250,190,380,70,0,130,640,0,0,690,4290,250,170,1670,250,0,190,510,2690,840,380,290,0,320,0,70,440,0,430,580,0,2680,500,160,1760,30,1460,70,710,950,200,0,480,490,100,510,0
51-4031,Cutting; Punching; and Press Machine Setters; Operators; and Tenders; Metal and Plastic,0.78,5680,70,1840,2770,14300,1160,2050,220,0,3830,4120,0,0,9570,11610,2840,1710,7050,700,280,700,2600,18430,8570,1680,3100,170,660,970,500,3970,200,4200,6860,160,17760,2740,1450,8550,630,2800,960,6560,12810,940,200,2240,2240,590,9170,0
51-4032,Drilling and Boring Machine Tool Setters; Operators; and Tenders; Metal and Plastic,0.94,0,0,0,100,1650,160,260,0,0,210,160,0,0,800,500,140,240,180,200,0,70,240,920,400,70,230,0,70,120,60,210,0,440,280,60,660,380,200,430,60,170,70,240,800,0,0,260,70,0,330,0
51-4033,Grinding; Lapping; Polishing; and Buffing Machine Tool Setters; Operators; and Tenders; Metal and Plastic,0.95,1330,0,1090,530,8500,740,1340,0,0,1840,1140,0,80,3480,4280,930,1080,910,170,290,240,1450,4680,2090,840,1890,140,310,230,730,1090,110,2070,2020,270,6880,830,1670,3830,480,1490,150,1840,3850,530,160,790,1100,190,4810,30
51-4034,Lathe and Turning Machine Tool Setters; Operators; and Tenders; Metal and Plastic,0.84,530,0,210,360,4330,100,1420,0,0,430,740,0,30,2570,1780,250,250,340,190,90,220,880,2710,270,80,610,0,130,130,110,490,0,1400,1110,0,1740,620,150,1790,0,410,0,810,4250,90,50,210,340,80,1250,0
51-4035,Milling and Planing Machine Setters; Operators; and Tenders; Metal and Plastic,0.98,300,0,490,90,2440,190,250,0,0,220,0,0,50,1030,360,220,240,340,50,40,60,570,1150,370,90,450,0,90,60,70,500,0,540,610,0,1380,180,140,1010,30,150,0,490,1620,70,80,290,350,50,300,0
51-4041,Machinists,0.65,6410,220,5910,2680,34860,4250,7660,420,140,9680,7310,260,1340,33940,17420,4150,4420,6140,5030,1360,3110,7660,26540,12820,1940,6500,400,4000,620,2170,4490,680,13890,10720,700,27560,5540,3600,19120,1490,10910,960,7580,26450,3400,600,6460,9970,1840,15210,580
51-4051,Metal-Refining Furnace Operators and Tenders,0.88,1200,0,0,230,390,100,50,0,0,300,90,0,0,680,2050,200,0,550,0,0,0,160,1020,240,80,270,0,50,110,50,150,0,530,830,0,1200,260,240,1640,120,430,0,460,580,620,0,190,590,0,640,0
51-4052,Pourers and Casters; Metal,0.87,490,0,0,100,410,60,0,0,0,80,100,0,0,310,510,210,40,360,0,0,0,40,300,260,0,480,0,0,0,0,130,0,340,220,0,600,0,160,1050,0,60,0,70,610,110,0,0,340,40,580,0
51-4061,Model Makers; Metal and Plastic,0.93,0,0,0,0,440,50,100,0,0,130,30,0,0,290,150,90,0,50,0,0,0,130,1190,280,40,50,0,0,0,0,140,0,230,130,0,460,0,0,180,0,400,0,670,200,60,0,30,110,0,200,0
51-4062,Patternmakers; Metal and Plastic,0.9,120,0,0,0,280,0,0,0,0,330,40,0,0,170,250,80,60,0,0,0,0,0,300,40,0,0,0,0,0,0,0,0,70,60,0,360,70,190,210,0,0,0,30,210,0,0,0,40,0,260,0
51-4071,Foundry Mold and Coremakers,0.67,130,0,130,60,670,0,120,0,0,110,0,0,0,430,590,400,160,0,0,0,40,170,1160,260,230,220,0,90,0,190,310,0,210,240,0,1870,190,340,530,0,140,0,300,520,200,0,0,180,0,1880,0
51-4072,Molding; Coremaking; and Casting Machine Setters; Operators; and Tenders; Metal and Plastic,0.95,2630,0,1300,2050,8390,1610,1330,0,0,3240,4110,150,220,5200,15510,2530,1320,2920,380,260,560,2010,14120,2690,620,3520,350,790,430,1640,1250,260,3270,7500,90,15910,940,1320,5040,540,2180,480,3250,7360,1790,140,2690,2430,710,8330,60
51-4081,Multiple Machine Tool Setters; Operators; and Tenders; Metal and Plastic,0.91,3370,0,1040,1690,5130,0,3530,0,0,610,1560,0,0,8540,3070,3900,1460,2270,200,190,390,2340,8080,1620,430,2450,0,1060,100,880,1360,70,2630,3770,390,13950,2910,1040,8450,610,2250,210,0,8830,1670,0,1330,770,220,7580,0
51-4111,Tool and Die Makers,0.84,760,0,470,480,3360,430,2030,0,0,920,1000,0,40,5260,4280,1050,990,1860,270,60,230,1050,12810,1600,350,1880,0,550,80,330,1020,30,2540,1630,0,7860,430,280,4260,280,1300,160,2640,1920,200,130,610,1260,80,3410,0
51-4121,Welders; Cutters; Solderers; and Brazers,0.94,9810,770,5230,4800,27440,4910,2240,420,50,12840,10750,610,2780,13080,14040,8590,5650,7640,15540,1710,2400,3050,12080,9290,6280,8120,1290,4100,1660,880,4090,1800,9170,9050,2200,17280,9580,4120,15820,1530,6630,3020,6830,53790,4670,350,7270,8060,2430,14970,2010
51-4122,Welding; Soldering; and Brazing Machine Setters; Operators; and Tenders,0.61,1310,0,600,0,3100,300,480,0,0,600,1270,50,160,1790,2650,910,460,1180,630,60,290,920,3120,880,1040,1030,80,320,200,260,820,40,790,1110,510,3020,810,280,4430,70,580,390,3260,2720,120,0,1730,200,0,1130,0
51-4191,Heat Treating Equipment Setters; Operators; and Tenders; Metal and Plastic,0.91,270,0,180,420,1370,80,300,0,0,170,440,0,0,1540,1770,270,190,230,180,0,0,340,1660,380,170,250,0,40,0,130,200,0,740,550,0,1680,230,240,1470,50,450,0,410,1760,150,0,130,170,80,630,0
51-4192,Layout Workers; Metal and Plastic,0.84,680,0,130,60,690,30,0,0,0,110,170,0,0,40,250,80,770,50,380,250,0,40,190,140,0,210,0,0,0,0,50,0,110,70,0,150,0,50,250,0,0,0,180,580,60,0,550,590,0,60,0
51-4193,Plating and Coating Machine Setters; Operators; and Tenders; Metal and Plastic,0.92,650,0,450,210,5060,320,800,40,0,810,440,0,110,2250,2010,300,90,380,0,150,130,1110,2120,1390,0,810,0,530,80,90,470,60,1330,860,40,2430,470,480,1750,240,360,0,510,2380,200,40,510,490,210,1570,0
51-4194,Tool Grinders; Filers; and Sharpeners,0.88,330,0,110,170,1290,0,140,0,0,0,130,0,100,400,230,70,0,190,120,80,30,190,730,170,80,230,60,40,0,50,0,0,370,310,0,760,260,590,330,0,90,40,140,220,0,80,150,380,30,390,0
51-5111,Prepress Technicians and Workers,0.97,290,0,350,230,3220,550,380,30,0,1190,760,110,120,1460,940,450,550,450,230,60,770,910,1050,1810,130,1110,70,290,430,100,1410,150,2120,680,60,1760,0,290,1710,130,250,130,610,1950,380,50,730,440,190,1720,0
51-5112,Printing Press Operators,0.83,2310,130,2090,1470,15340,2390,1900,300,550,8630,5850,300,560,9360,4490,2170,2730,3080,1460,350,2380,4040,4810,6320,770,5600,280,1720,1230,1000,4560,410,8960,4820,370,8650,1090,1790,9260,630,2230,740,4690,10350,1560,270,4830,2440,510,8010,150
51-5113,Print Binding and Finishing Workers,0.95,310,60,1170,260,4320,620,680,50,240,1770,1040,0,120,2490,2100,740,1050,1080,330,180,960,1050,1620,3700,130,1950,170,210,450,110,1790,40,1680,870,160,2830,200,650,3980,200,500,130,1000,2730,1070,0,1010,750,110,3880,50
51-6011,Laundry and Dry-Cleaning Workers,0.71,2930,400,4630,1700,18580,3060,2220,730,400,18970,6590,1710,800,9540,4130,2270,2100,2470,3280,920,4610,5330,6250,3030,1630,4610,710,1290,3770,930,6850,1330,15600,4290,820,6430,2440,1870,7950,970,3190,1020,4480,15060,1750,490,5070,3130,1120,3650,630
51-6021,Pressers; Textile; Garment; and Related Materials,0.81,740,0,670,380,6960,640,680,40,110,3360,1500,570,120,890,540,210,370,520,380,0,570,1010,670,850,480,510,70,90,570,240,1350,250,2320,1740,0,2180,580,430,1190,280,920,50,740,6140,140,0,1420,840,110,470,50
51-6031,Sewing Machine Operators,0.89,3040,40,1600,1000,27850,1700,1000,130,40,7430,4770,390,560,3350,3640,860,750,2640,690,690,930,2600,3290,2160,3800,2090,290,380,650,510,3850,190,11530,9470,160,3020,760,1340,4220,280,3210,280,3620,8060,890,170,2420,4320,170,2550,130
51-6041,Shoe and Leather Workers and Repairers,0.52,50,0,0,0,640,0,0,0,0,330,110,0,80,220,30,0,100,40,0,250,0,0,110,120,0,780,40,0,0,0,150,0,660,270,0,300,0,50,170,0,70,0,180,1470,130,0,180,120,0,280,0
51-6042,Shoe Machine Operators and Tenders,0.97,0,0,0,0,120,0,0,0,0,50,40,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0
51-6051,Sewers; Hand,0.99,110,0,0,0,1820,0,0,0,0,0,0,0,0,0,130,0,70,0,90,0,0,200,140,50,0,0,0,40,0,0,260,30,990,150,0,50,0,0,80,0,0,0,0,880,0,0,50,30,0,0,0
51-6052,Tailors; Dressmakers; and Custom Sewers,0.84,260,0,200,130,2220,70,340,50,290,740,420,100,80,700,550,250,140,320,300,0,400,410,1210,0,0,240,40,70,260,60,350,0,1650,540,0,0,0,200,530,0,290,0,370,2220,300,0,990,1990,0,400,0
51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,0.97,330,0,0,0,2390,0,0,0,0,110,2140,0,0,180,0,0,40,0,0,60,0,440,0,0,0,0,0,0,0,80,120,0,90,2200,0,0,0,0,260,0,1020,0,50,160,0,0,220,0,0,60,0
51-6062,Textile Cutting Machine Setters; Operators; and Tenders,0.95,280,0,420,0,2550,50,60,0,0,300,1380,0,0,270,400,30,70,110,100,0,220,310,370,160,690,0,0,40,0,100,510,0,600,960,0,250,0,130,450,190,730,0,390,1270,180,0,340,150,0,260,0
51-6063,Textile Knitting and Weaving Machine Setters; Operators; and Tenders,0.73,870,0,0,140,1250,0,0,0,0,220,4750,0,0,0,0,0,0,210,0,250,0,320,30,50,150,0,0,0,0,70,250,0,790,4420,0,170,0,0,830,0,3380,0,460,650,50,0,910,80,0,220,0
51-6064,Textile Winding; Twisting; and Drawing Out Machine Setters; Operators; and Tenders,0.96,2490,0,0,0,340,0,0,0,0,110,10690,0,0,0,80,0,0,0,0,200,0,330,0,70,0,0,0,0,0,0,140,0,310,7930,0,60,0,0,660,130,3230,0,370,310,0,0,1270,270,0,0,0
51-6091,Extruding and Forming Machine Setters; Operators; and Tenders; Synthetic and Glass Fibers,0.88,340,0,0,0,1550,0,40,0,0,380,3120,0,0,880,410,0,310,280,0,90,0,150,0,50,340,30,0,0,0,150,40,0,0,2490,0,720,310,40,240,50,1970,0,660,920,60,0,720,410,250,480,0
51-6092,Fabric and Apparel Patternmakers,0.0049,0,0,0,0,1500,80,0,0,0,130,70,0,0,0,60,0,0,0,0,0,40,50,30,0,0,130,0,0,0,0,80,0,1120,290,0,0,0,50,110,0,100,0,0,100,0,0,30,60,0,0,0
51-6093,Upholsterers,0.39,200,0,450,440,3560,280,150,140,0,1450,880,0,140,990,1920,260,90,110,50,40,270,350,480,0,3520,850,30,70,280,90,310,60,1520,5540,0,810,280,430,730,70,250,40,910,1920,120,0,880,460,0,320,0
51-7011,Cabinetmakers and Bench Carpenters,0.92,2380,90,1810,1420,10810,1950,1040,230,80,4340,2260,170,960,2630,3850,1690,880,960,470,640,950,1640,1680,2600,670,2460,660,710,1010,480,2240,260,3540,3720,520,4240,950,1990,4950,450,1250,790,1640,9500,2250,350,2950,2130,370,2200,170
51-7021,Furniture Finishers,0.87,180,0,280,230,1490,390,180,0,0,900,220,0,120,550,1520,420,210,240,0,60,240,180,680,440,140,100,0,70,110,0,330,0,870,1140,70,1020,120,100,1410,0,130,0,180,1220,250,160,390,410,50,390,0
51-7031,Model Makers; Wood,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,100,0,0,0,0,0,0,40,0,100,0,0,0,0,0,0,0,0
51-7032,Patternmakers; Wood,0.91,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,30,0,0,30,0,50,0,0,0,0,80,0,0,0,0,0,0,0
51-7041,Sawing Machine Setters; Operators; and Tenders; Wood,0.86,2870,50,660,1280,3340,500,140,0,0,1110,2280,0,1210,930,1690,350,170,1670,430,720,180,300,1180,1170,1510,1590,280,70,60,230,210,70,980,2990,0,1120,430,2510,3730,0,1060,370,1590,2100,160,240,2240,1810,820,2040,90
51-7042,Woodworking Machine Setters; Operators; and Tenders; Except Sawing,0.97,2090,0,630,1030,4270,480,320,70,0,2560,2900,60,510,1130,4470,1930,830,1450,300,710,280,590,2640,2010,1780,1140,500,470,140,610,390,200,2210,7330,80,4530,350,2150,4210,190,1280,690,1820,3780,770,500,1930,2300,490,4940,50
51-8011,Nuclear Power Reactor Operators,0.95,0,0,0,0,0,0,0,0,0,0,0,0,360,340,0,0,0,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,400,0,660,0,520,0,0,0,0,0,0,0,0
51-8012,Power Distributors and Dispatchers,0.64,440,60,180,260,1080,180,200,90,0,340,320,40,110,590,210,120,70,150,0,0,120,170,280,200,190,200,90,180,0,60,260,140,270,180,0,820,150,290,560,0,0,0,120,860,140,0,470,380,350,90,70
51-8013,Power Plant Operators,0.85,820,560,0,290,3200,700,240,0,0,1680,870,240,230,1170,810,550,560,560,480,190,360,720,1960,700,510,1000,220,360,600,170,690,200,1940,880,350,1180,450,360,1670,50,380,40,520,2950,370,110,570,420,590,700,350
51-8021,Stationary Engineers and Boiler Operators,0.89,320,110,330,280,3790,710,230,40,750,450,590,70,150,3180,550,300,90,390,280,320,790,900,820,1140,290,470,190,500,60,120,1770,100,4030,470,190,1040,290,460,2040,100,190,120,660,1770,150,60,720,650,150,460,80
51-8031,Water and Wastewater Treatment Plant and System Operators,0.61,1910,680,2010,1950,11280,2210,1100,420,0,5800,3090,360,920,3900,2740,2030,1380,2410,2440,720,1670,1750,2380,2300,960,2660,490,870,580,370,2600,950,4530,3600,420,4770,1990,1180,5500,320,3200,880,2760,10030,1480,350,3110,2450,1240,2480,410
51-8091,Chemical Plant and System Operators,0.85,900,0,370,250,1090,110,0,90,0,640,1340,0,260,1130,780,870,140,460,4550,0,370,350,840,420,730,840,0,0,0,0,610,0,740,730,150,2620,0,160,1060,0,1070,60,580,5090,0,0,0,640,430,0,290
51-8092,Gas Plant Operators,0.78,270,120,0,0,1470,460,0,50,0,110,60,0,0,970,200,150,330,300,770,0,360,0,960,220,0,220,100,150,0,0,0,260,260,150,770,440,800,100,1050,0,270,0,200,2780,130,0,360,70,330,70,590
51-8093,Petroleum Pump System Operators; Refinery Operators; and Gaugers,0.71,360,490,0,690,4700,490,0,0,0,230,320,370,0,850,0,70,1030,0,6080,0,220,0,450,490,0,280,510,0,80,0,330,990,230,130,680,1430,1810,80,1430,50,70,0,210,10570,800,0,120,1090,180,70,870
51-8099,Plant and System Operators; All Other,0.86,70,140,600,90,980,0,0,0,0,610,260,120,50,200,150,330,0,280,1340,100,290,180,190,260,0,70,120,40,60,60,330,150,100,60,90,470,170,280,240,0,110,30,420,800,70,0,120,280,0,200,240
51-9011,Chemical Equipment Operators and Tenders,0.76,2650,0,320,1270,2350,800,580,650,0,1620,1710,0,370,1700,1430,590,620,1930,1380,70,870,1050,2480,450,600,2090,0,560,100,310,3240,90,1930,3500,0,5590,950,150,4540,90,2170,370,2730,14760,670,0,1240,730,1170,1290,80
51-9012,Separating; Filtering; Clarifying; Precipitating; and Still Machine Setters; Operators; and Tenders,0.88,260,210,580,640,8850,1660,350,60,0,1380,1140,70,520,610,690,770,200,600,320,310,480,1030,1440,740,400,1260,230,390,590,260,1050,340,1800,2650,230,1870,160,1080,2420,60,400,200,690,2490,0,110,0,1230,50,2010,310
51-9021,Crushing; Grinding; and Polishing Machine Setters; Operators; and Tenders,0.97,920,0,510,400,2900,630,470,40,0,1000,760,0,120,0,1080,1030,330,870,530,120,340,610,570,910,180,440,230,300,470,210,850,100,990,620,210,1180,500,680,1350,0,290,190,580,2420,270,190,680,420,160,1060,140
51-9022,Grinding and Polishing Workers; Hand,0.97,1020,0,170,320,4750,150,420,0,0,570,550,70,120,810,1190,190,300,380,220,80,120,600,1690,580,290,0,0,80,120,210,750,90,1400,1140,0,850,360,460,970,150,260,70,300,1610,230,130,460,450,80,710,0
51-9023,Mixing and Blending Machine Setters; Operators; and Tenders,0.83,2370,70,1430,1900,14650,850,950,0,0,5100,5000,70,390,6140,4740,2830,1810,2130,1670,330,1070,2350,4620,1800,950,2930,220,1410,530,320,4560,280,6900,5670,250,7640,1110,1130,6030,390,2170,250,3080,9340,2300,270,1930,1450,1130,5460,210
51-9031,Cutters and Trimmers; Hand,0.64,400,0,0,0,2770,110,60,0,0,190,540,50,30,490,390,60,190,70,50,30,90,210,230,370,340,140,0,120,0,0,360,0,850,1040,0,300,120,260,180,0,150,70,410,730,470,80,130,0,50,590,0
51-9032,Cutting and Slicing Machine Setters; Operators; and Tenders,0.86,1200,0,470,1370,4820,620,790,190,0,1630,2730,100,200,2520,1810,1090,570,950,510,400,300,1170,1970,2410,460,900,80,610,350,270,1980,120,2340,3390,100,3740,1140,690,2350,210,1220,600,1740,3970,540,300,0,1740,0,3190,0
51-9041,Extruding; Forming; Pressing; and Compacting Machine Setters; Operators; and Tenders,0.93,2540,0,680,960,4720,700,350,110,0,1860,2340,110,80,1610,2940,720,1060,1350,710,360,360,1500,2280,1360,510,1460,80,1360,310,580,3190,70,2800,3140,0,6880,0,1020,2620,130,1680,560,2590,5710,520,210,2040,980,290,1690,0
51-9051,Furnace; Kiln; Oven; Drier; and Kettle Operators and Tenders,0.37,700,0,110,410,760,220,100,0,0,660,570,0,130,830,1020,230,310,540,180,100,90,280,620,560,380,440,120,110,50,50,240,0,430,1910,30,1280,310,480,560,0,510,50,950,920,220,0,660,340,310,640,40
51-9061,Inspectors; Testers; Sorters; Samplers; and Weighers,0.98,10690,610,7350,5970,54840,4810,8140,940,70,13940,16070,570,1630,23710,19220,6290,5990,11700,9350,1300,4440,8930,26900,9240,4310,9340,470,4540,2550,3430,11210,1480,21300,19310,1280,31040,4990,5460,20500,1270,11850,730,13840,51360,5920,890,9120,11860,2620,14770,810
51-9071,Jewelers and Precious Stone and Metal Workers,0.95,330,0,440,160,3070,410,0,0,0,1070,430,230,50,820,340,190,170,140,570,120,370,480,560,230,60,240,60,140,130,90,820,470,5800,420,80,810,180,230,720,650,270,110,120,2970,350,200,0,320,60,340,0
51-9081,Dental Laboratory Technicians,0.97,890,60,1170,480,4660,630,570,0,50,3020,1300,120,360,1150,860,510,540,330,600,80,360,880,1300,720,210,770,160,270,270,120,710,90,2150,1160,100,970,300,570,1310,110,400,130,480,2260,800,170,950,910,140,710,0
51-9082,Medical Appliance Technicians,0.45,110,0,170,80,2030,130,280,60,0,850,250,0,0,490,450,160,80,0,40,0,590,460,140,680,90,210,0,0,90,0,740,40,740,290,0,680,60,130,730,0,100,0,1750,500,320,0,310,120,80,210,0
51-9083,Ophthalmic Laboratory Technicians,0.97,90,0,140,340,2200,700,340,0,0,3030,580,0,0,1960,380,280,280,160,440,40,670,340,1070,1520,250,0,150,110,130,170,320,130,3180,390,0,950,350,390,1130,170,260,70,660,2610,270,50,630,360,60,510,0
51-9111,Packaging and Filling Machine Operators and Tenders,0.98,3510,460,3160,4020,50440,5530,2730,730,0,15330,16090,720,2550,20000,9080,6230,6160,8880,1910,1960,4580,8470,14700,10200,3060,7400,660,4080,1230,1180,14520,1110,15110,16190,760,17460,2840,5230,18800,700,6500,850,9630,22220,4590,1500,6560,7450,2400,16790,250
51-9121,Coating; Painting; and Spraying Machine Setters; Operators; and Tenders,0.91,1910,0,900,940,6350,1120,910,70,0,2620,2090,40,230,2430,3900,2340,1360,1610,750,480,340,2100,3620,2770,660,1250,100,850,190,480,1800,110,2000,3380,260,6320,1550,1220,3660,200,1370,820,2370,8580,820,230,1310,1430,380,5380,100
51-9122,Painters; Transportation Equipment,0.69,1130,40,990,970,6920,950,550,190,0,3030,1990,210,280,2230,2310,660,550,440,950,300,420,640,1410,1140,430,1360,160,270,300,70,1000,180,1580,1630,180,2540,580,1040,2120,360,800,140,510,5070,470,40,2120,2420,100,980,110
51-9123,Painting; Coating; and Decorating Workers,0.92,680,0,160,140,1640,300,170,0,0,530,230,0,70,220,590,280,170,560,120,60,200,330,800,490,280,810,0,0,130,0,730,60,690,460,0,0,160,0,560,50,390,70,200,1270,80,0,210,350,110,100,0
51-9141,Semiconductor Processors,0.88,0,0,0,0,4120,1270,0,0,0,240,110,0,0,0,0,0,0,0,0,0,0,590,0,80,0,330,0,0,0,60,400,320,420,0,0,680,0,0,440,0,0,0,0,4700,50,0,0,1180,0,0,0
51-9151,Photographic Process Workers and Processing Machine Operators,0.99,260,120,330,0,3520,260,260,70,70,1960,840,200,120,820,420,290,160,240,220,0,400,470,630,450,120,800,90,110,180,120,810,130,1660,770,90,950,440,240,1260,160,270,80,1930,1150,320,0,1330,390,80,570,40
51-9191,Adhesive Bonding Machine Operators and Tenders,0.95,250,0,0,370,1210,110,70,50,0,170,760,0,0,430,760,90,250,1040,370,270,100,770,290,280,350,280,0,40,0,100,240,0,350,1040,0,900,0,600,780,0,120,0,420,940,0,0,1320,670,110,290,0
51-9192,Cleaning; Washing; and Metal Pickling Equipment Operators and Tenders,0.81,330,0,180,310,2980,100,190,160,0,580,350,40,90,540,1120,230,200,170,90,0,170,350,880,210,80,340,0,0,0,160,450,0,400,320,0,1070,410,200,970,0,420,80,680,0,190,0,270,780,90,150,0
51-9193,Cooling and Freezing Equipment Operators and Tenders,0.93,200,0,50,670,540,50,0,0,0,230,330,0,0,380,110,410,60,130,0,0,50,70,0,250,480,590,0,130,0,90,210,0,160,220,0,220,80,80,520,0,50,0,50,790,0,120,120,90,0,80,0
51-9194,Etchers and Engravers,0.98,50,0,190,0,880,140,140,30,0,270,370,0,0,470,250,90,0,190,60,0,60,390,350,590,120,280,0,70,100,100,190,0,290,120,30,520,50,310,270,70,0,60,70,1040,120,0,250,0,50,380,50
51-9195,Molders; Shapers; and Casters; Except Metal and Plastic,0.9,490,40,230,370,4940,500,140,80,0,2370,840,100,130,1610,1030,640,700,540,170,140,450,1270,1520,650,410,1000,130,200,370,320,940,70,1180,820,40,2370,1100,420,2150,60,610,0,1000,3180,840,0,950,590,230,1380,0
51-9196,Paper Goods Machine Setters; Operators; and Tenders,0.67,2360,0,490,1620,5920,420,750,160,0,2680,4410,0,360,3310,2380,920,510,2350,640,0,830,1080,3370,1890,650,2700,0,410,380,200,3190,0,4770,4910,0,4110,1690,1020,6600,170,3940,160,2020,5510,410,330,2490,1730,120,8660,0
51-9197,Tire Builders,0.94,2250,0,0,580,210,0,0,0,0,170,1600,0,0,0,0,860,0,220,0,70,0,0,70,0,0,250,0,0,0,0,0,0,0,2150,0,1150,0,0,460,0,3750,30,480,330,0,0,0,0,0,70,0
51-9198,Helpers–Production Workers,0.66,17170,290,3650,9550,45560,5120,2880,340,0,8320,15600,720,1620,15520,17760,6580,5560,8190,6030,2020,3600,8210,20130,11000,6200,9800,400,3420,1280,2020,5950,1260,10330,18610,450,18450,5020,3850,20920,2780,6710,30,21500,44700,4270,550,6210,6570,1690,10960,540
51-9399,Production Workers; All Other,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53-1011,Aircraft Cargo Handling Supervisors,0.066,40,0,140,40,680,270,50,0,0,390,560,160,0,410,50,120,0,520,180,0,150,90,190,50,0,310,0,30,100,0,100,0,300,100,40,100,100,70,220,0,60,0,0,650,60,0,130,180,0,70,0
53-1021,First-Line Supervisors of Helpers; Laborers; and Material Movers; Hand,0.42,3420,270,3280,1400,22460,1890,2020,630,80,8160,7910,620,880,7120,5090,1880,1910,3940,3350,390,3720,3110,5260,2690,1700,3430,490,1800,1870,440,7980,900,7780,5900,840,7040,2110,2090,9050,580,3220,240,7740,12440,1610,440,3670,3530,950,4000,290
